itemname,item_freq,wordroot,root_freq,focus,wordclass,variant,modified
knunarux,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
pnkretan,1,keruc,38,處所焦點,,,False
sklui,24,sklui,26,,動詞,,False
hlagun,4,hilo,24,受事焦點,,hlawun,False
plukus,4,lukus,268,零焦點標記,,,False
hulis,2,hulis,27,,動詞,,False
smeli,3,seli,27,主事焦點,,,False
elih,1,elih,7,,動詞,,False
bnaquy,11,bnaquy,11,,名詞,,False
hmdayu,1,hdayu,16,主事焦點,,,False
peko,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
mao,6,mao,6,,名詞,,False
brigun,16,baruy,137,受事焦點,,,False
ptabuk,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
mgeegul,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
preqi,1,peruq,21,受事焦點,,,False
srukun,2,saruk,10,受事焦點,,,False
qneya,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
snkadi,1,skadi 2,78,參考焦點,,,False
eh,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
qhdeun,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
sbaangan,1,baang,21,處所焦點,,,False
tarin,1,tarin,2,,動詞,,False
pskani,2,ekan,281,受事焦點,,,False
ptudu,1,tudu,14,零焦點標記,,,False
hmlama,8,hlama,68,主事焦點,,,False
tlami,2,tlami,8,,動詞,,False
huhuc,2,huhuc,2,,名詞,,False
mpmalu,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
qntiyan,1,quti,31,處所焦點,,,False
qehur,1,qehur,1,,動詞,,False
myiu,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
malan,2,umal,8,處所焦點,,,False
knsaadux,2,saadux,24,零焦點標記,,,False
phrai,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
pplukus,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
phmae,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
wale,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
hrahi,1,hurah,14,名詞性標記,,,False
nnskuxan,1,kuxun,131,處所焦點,,,False
bubga,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
msbobo,2,bobo,165,主事焦點,,,False
lnbuwan,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
khada,10,khada,39,,動詞,,False
miging,3,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
pggaalu,2,gaalu,38,受事焦點,,,False
qsiyan,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
betun,1,betur,11,,動詞,betun,True
hrnasi,1,hrinas,18,受事焦點,,,False
bqeruy,1,bqeruy,1,,名詞,,False
dpuhuk,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
ndame,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
dungal,14,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
phlingan,2,huling,226,處所焦點,,,False
sqiti,3,seqic,17,受事焦點,,,False
ntongan,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
mnngedang,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
rcuhi,2,ricuh,24,受事焦點,,,False
sknuwan,20,knuwan,94,,動詞,,False
thwayun,2,thuwe,27,受事焦點,,,False
qnsqaan,1,siqa,22,處所焦點,,,False
duhi,1,uduh,8,受事焦點,,,False
llawa,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
trqilun,4,traqil,14,受事焦點,,tqilun,False
skgulun,2,skagul,15,,名詞,,False
qnilo,3,qilo,7,受事焦點,,,False
a,21,a,21,,其它,,False
mswaye,4,swae,7,主事焦點,,mswaye,True
thngali,3,thngali,3,,其它,,False
smneeru,7,sneeru,13,主事焦點,,,False
pwakun,1,awak,15,受事焦點,,,False
msklui,2,sklui,26,主事焦點,,,False
praye,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
keruc,8,keruc,38,,多重詞性,,False
gmbaro,1,baro,130,主事焦點,,,False
bos,1,bos,1,,其它,,False
tmelung,7,telung,16,主事焦點,,,False
siyac,21,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
alang,328,alang,358,,名詞,,False
pnsnakan,1,anak,10,,名詞,,False
hmiru,7,hiru,29,主事焦點,,,False
skkulun,1,skukul,5,受事焦點,,,False
kduku,2,kduku,3,,動詞,,False
hhruun,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
ssliyan,2,seli,27,處所焦點,,,False
mgabul,1,gabul,20,零焦點標記,,,False
sdehu,1,sdehu,11,,動詞,,False
boxin,3,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
pstotui,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
gndraan,1,dara2,47,處所焦點,,,False
jjyusang,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
qdriqi,1,qduriq,33,受事焦點,,,False
siya,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
cpangan,1,capang,25,處所焦點,,,False
rtretun,5,rteruc,13,受事焦點,,,False
qheding,2,qheding,2,,名詞,,False
kdere,20,kdere,20,,名詞,,False
boyak,49,boyak,49,,名詞,,False
niinu,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
tntexan,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
ktrmaun,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
kocyo,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
kasing,1,kasing,1,,名詞,,False
spegun,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
liihan,1,elih,7,處所焦點,,,False
tone,3,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
knhekan,1,henuk,23,處所焦點,,,False
psteqan,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
gicang,4,gicang,4,,名詞,gicang bale,False
tsebu,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
pndaan,4,oda,499,處所焦點,,,False
sndayak,3,sdayak,6,受事焦點,,,False
tmabul,4,tabul,12,主事焦點,,tmabur,False
pseru,1,pseru,4,,動詞,,False
lulung,6,lulung,6,,名詞,,False
caw,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
tmnelung,1,telung,16,主事焦點,,,False
snhuun,2,snhuur,3,,動詞,snhuun,True
dangal,1,dangal,1,,名詞,,False
mhhur,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
laq,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
siida,5,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
mccubu,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
puurung,2,urung,20,名詞性標記,,,False
jarigatol,4,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
psquyux,1,quyux,84,,動詞,,False
gnhuwe,4,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
hblutan,1,hbaluc,7,處所焦點,,,False
snetur,1,setur,33,受事焦點,,snetun,False
jjikanl,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
slleung,1,slleung,2,,動詞,,False
clingan,1,culing,9,處所焦點,,,False
tnyanan,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
mgsama,5,sama,151,主事焦點,,,False
wagi,2,wagi,2,,名詞,,False
narac,13,narac,13,,其它,,False
snkdalax,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
sinciu,1,sinciu,1,,名詞,,False
msskadi,1,skadi 2,78,零焦點標記,,,False
kndongan,1,kodung,5,主事焦點,,,False
hamonika,1,hamonika,1,,名詞,,False
nngali,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
mphwa,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
cuwansingcungi,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
suqu,2,suqu,2,,名詞,,False
tbeku,2,tbeku,10,,動詞,,False
lhugun,2,lihu,16,受事焦點,,,False
pdregi,2,gduru,17,受事焦點,,,False
rebuq,2,rebuq,2,,名詞,,False
mkseyang,12,seyang,80,主事焦點,,,False
sruwani,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
mnseyang,1,seyang,80,受事焦點,,,False
yencuming,3,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
ane,19,ane,22,,名詞,,False
ngyan,3,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
ariq,5,ariq,5,,名詞,,False
rhenuk,12,rhenuk,12,,名詞,,False
pnklaan,5,kela,519,處所焦點,,,False
bbrigun,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
anaq,17,ani,360,零焦點標記,,anaq,True
qlliyan,1,qluli,9,處所焦點,,需要例句,False
gtaun,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
akensoco,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
qtehun,9,qtehur,32,,其它,qtehun,True
rayong,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
phepux,3,epux,17,受事焦點,,,False
muyu,3,uyu,5,主事焦點,,,False
mkmtara,1,tara,43,主事焦點,,,False
pknarux,3,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
pkari,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
gsgesi,2,gsegus,8,受事焦點,,sgesi,False
qrari,17,qrari,17,,名詞,,False
pqiri,1,qiri,32,受事焦點,,,False
bnrahan,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
jsensel,10,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
saku,16,saku,16,,名詞,,False
pggaluk,5,galuk,7,零焦點標記,,,False
doi,2,dooi,67,,動詞,doi,True
yome,1,yome,1,,動詞,,False
hlingan,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
dneun,1,deur,20,受事焦點,,dneun,True
ktngii,1,ktengi,11,受事焦點,,,False
pskingal,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
qnduriq,1,qduriq,33,主事焦點,,,False
kdkari,1,kdakar,9,受事焦點,,,False
cadu,5,cadu,6,,名詞,,False
magnan,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
jtenggokul,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
qnrapan,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
mphepah,5,phepah,64,主事焦點,,,False
mliwas,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
rngrengo,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
mghuda,1,huda,24,主事焦點,,,False
siisi,2,sais,29,受事焦點,,,False
lnngisan,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
hii,289,hiya,630,,其它,hii; hi,True
pniqan,1,eniq,675,處所焦點,,,False
hug,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
dmuxi,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
tgimax,4,gimax,25,零焦點標記,,,False
pkhrenang,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
smngayan,1,ngayan,46,參考焦點,,,False
tbkeyun,2,tbeku,10,受事焦點,,tbkeun,False
bnarah,17,bnarah 2,17,,動詞,,True
phrinas,1,hrinas,18,零焦點標記,,,False
sptnaun,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
aring,39,aring,39,,名詞,,False
ruco,6,ruco,12,,名詞,,False
jing,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
llaxun,1,alix,95,受事焦點,,,False
msnekan,2,ekan,281,主事焦點,,,False
psltudun,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
jhaykjul,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
pcupux,2,pcupux,2,,名詞,,False
jil,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
uxesptheya,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
cbuking,1,cbuking,1,,名詞,,False
gnlgelu,2,lgelu,26,零焦點標記,,,False
tmhuhuc,1,tmhuhuc,1,,動詞,,False
pgdangi,1,gedang,43,受事焦點,,,False
ge,186,ge,186,,其它,,False
dge,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
mphuwa,2,huwa,297,主事焦點,,,False
malix,9,alix,95,主事焦點,,,False
knciya,4,knciya,4,,名詞,,False
jujika,1,jujika,1,,名詞,,False
ddupun,8,aduk,18,受事焦點,,,False
slhayan,2,sluhe,32,參考焦點,,,False
sake,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
iciba,1,iciba,1,,名詞,,False
slhelah,1,lhelah,17,,名詞,,False
soni,22,soni,24,,名詞,,False
tngiyo,3,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
pricuh,1,ricuh,24,受事焦點,,,False
deriq,6,deriq,9,,名詞,,False
pgruus,1,gruus,11,零焦點標記,,,False
slingan,1,siling,24,處所焦點,,,False
lmubu,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
kddian,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
rehaq,29,rehaq 3,29,,名詞,,True
mrraarac,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
misisipi,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
snpahan,2,sapah,513,處所焦點,,,False
puruc,15,puruc,16,,名詞,,False
nannengl,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
yencuminrisu,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
sdsudu,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
pkhada,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
cuhe,1,cuhe,3,,動詞,,False
dungan,152,dungan,173,,其它,dung,False
poric,2,poric,2,,名詞,coroq,False
i,7,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
cay,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
supu,1,upu,100,零焦點標記,,supu,True
kseedan,1,kseedan,1,,名詞,,False
sdrexun,5,sderux,19,受事焦點,,,False
mkdamac,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
gluban,21,Gluban,21,,名詞,,False
yiu,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
kbragi,1,bbaro,44,受事焦點,,kbrawi,False
skrako,1,skrako,1,,動詞,,False
rmnuhu,1,ruhu,24,主事焦點,,,False
dehuk,107,dehuk,161,,動詞,,False
burang,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
kragun,5,karo,23,受事焦點,,,False
bnelux,1,elux,7,主事焦點,,,False
phengun,3,pehing,14,受事焦點,,,False
dadal,7,dadal,26,,多重詞性,dadan,False
iq,1,iq,1,,動詞,,False
perux,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
tmruq,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
qahi,2,qleqah,12,受事焦點,,qahi,True
mduwa,6,tduwa,23,,動詞,,False
rusrus,1,rusrus,1,,其它,,False
mbkiluh,1,bkiluh,2,名詞性標記,,,False
beto,1,beto,1,,名詞,,False
txali,1,texal,59,受事焦點,,,False
ricah,33,ricah,33,,名詞,,False
ntese,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
tatac,2,tatac,2,,名詞,,False
ppuqul,8,uqi,231,受事焦點,,ppuqul,True
hnwaan,2,huwa,297,處所焦點,,hnwayan,False
nntenun,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
pnculing,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
qreengun,3,qeerung,17,受事焦點,,,False
mmqedil,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
qleqah,1,qleqah,12,,動詞,,False
qerun,1,qerul,9,,多重詞性,qerun,True
jyuisay,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
lixi,3,alix,95,受事焦點,,laxi,False
ume,2,ume,2,,名詞,,False
pwaqic,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
dneeran,3,deur,20,處所焦點,,,False
weyenhwe,3,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
qlahang,4,qlahang,61,,動詞,,False
lnglungi,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
mudu,22,mudu,22,,名詞,,False
duya,8,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
pnsliqan,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
pingo,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
dooyan,3,dooi,67,處所焦點,,,False
mhhediq,2,hediq,12,主事焦點,,,False
kayobi,1,kayobi,1,,名詞,,False
ngahu,8,ngahu,8,,名詞,,False
suyka,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
pkksaun,1,kkesa,78,受事焦點,,,False
daan,20,oda,499,處所焦點,,,False
ddaha,1,daha1,125,名詞性標記,,,False
cikau,1,cikau,2,,動詞,,False
sllayun,1,sdiyal,36,受事焦點,,,False
lagi,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
bglingan,2,beling,57,處所焦點,,gblingan,False
sdlingun,1,daling,15,受事焦點,,,False
pdmatun,1,damac,32,受事焦點,,pddmatun,False
torah,3,torah,3,,名詞,,False
sliyun,1,seli,27,受事焦點,,,False
tayhi,5,tayhi,5,,名詞,,False
tbkeyan,1,tbeku,10,處所焦點,,,False
nlaxan,3,alix,95,,名詞,,False
mseyang,28,seyang,80,主事焦點,,,False
piringl,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
gntuwan,4,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
nribaq,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
ingko,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
kikus,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
kyyayung,2,yayung,75,零焦點標記,,,False
snbuyas,3,nbuyas,21,受事焦點,,,False
egul,1,egul,51,,動詞,egun,False
tmmaya,2,tmmaya,2,,名詞,,False
sdayak,1,sdayak,6,,動詞,,False
snhii,6,snhii,17,,動詞,,False
peruq,4,peruq,21,,動詞,,False
kkuuruy,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
ngacun,5,ngacun 2,5,,名詞,,True
berah,45,berah,47,,名詞,,False
ryuxun,4,riyux,52,受事焦點,,,False
tuxux,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
rtretan,1,rteruc,13,處所焦點,,,False
sdhari,1,sdahar,11,受事焦點,,,False
pskere,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
pnthuwan,3,ptahu,25,處所焦點,,,False
slingun,3,siling,24,受事焦點,,,False
pkkarang,1,karang,8,零焦點標記,,,False
lhebun,9,lhebun,9,,名詞,,False
knuwa,3,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
glahun,1,guulah,8,受事焦點,,,False
tslusuq,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
dupi,1,aduk,18,受事焦點,,,False
kuwan,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
msaasuw,1,asuw2,53,主事焦點,,,False
rmnaguh,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
kngksaan,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
sslayun,1,sdiyal,36,參考焦點,,,False
mnlamu,5,lamu,83,主事焦點,,,False
nanpungkang,1,nanpungkang,1,,其它,,False
dur,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
pkesa,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
sqnaqah,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
kberih,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
angu,2,angu,2,,名詞,,False
mphuni,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
hili,3,hili,13,,動詞,,False
laqi,956,laqi,1021,,名詞,,False
mhenu,1,henu,27,主事焦點,,,False
pnuluqah,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
preti,2,peruc,4,受事焦點,,,False
hntiyan,2,hiti,45,處所焦點,,,False
hi,32,hiya,630,,其它,hii; hi,True
mquduh,1,quduh,2,主事焦點,,,False
mbberas,1,beras,26,主事焦點,,,False
kneeru,3,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
sntarilan,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
cmikun,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
srngedi,1,rngedi,5,,動詞,,False
dehuq,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
ssiling,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
he,3,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
nugei,1,egu,250,受事焦點,,,False
ppaan,1,apa,187,處所焦點,,,False
tgenu,1,tgenu,1,受事焦點,,,False
pnungu,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
gokosyo,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
rubuy,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
sdahun,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
qpahi,1,qepah,1,受事焦點,,,False
mmeeyah,3,eyah,417,受事焦點,,mmeyah,False
halung,64,halung,64,,名詞,,False
gmukun,1,gemuk,21,受事焦點,,,False
doosan,1,daus,20,處所焦點,,,False
pgutu,1,gutu,17,零焦點標記,,,False
cbeyo,431,beyo,494,,其它,,False
qmulah,7,qulah,10,主事焦點,,,False
knii,13,knii,13,,其它,,False
kraman,8,kraman,10,,動詞,,False
ciq,1,ciq,1,,動詞,,False
kngangah,1,ngangah,5,零焦點標記,,,False
cghuun,3,cghuur,10,,動詞,cghuun; cghuul,True
stngai,2,stenge,14,受事焦點,,,False
dndangan,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
hneru,4,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
spheyu,3,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
heruy,2,heruy,6,,動詞,,False
tunux,139,tunux,139,,名詞,,False
mdeka,2,deka,17,主事焦點,,,False
cubeyo,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
macu,55,macu,55,,名詞,,False
abura,7,abura,7,,名詞,,False
pdringi,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
ssrengo,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
qrengun,2,qrengul,4,,名詞,qrengun,True
bais,23,bais,23,,名詞,,False
kobu,2,kobu,2,,動詞,,False
bagah,29,bagah,30,,名詞,,False
skgirix,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
qlupas,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
mngungu,5,ngungu,29,主事焦點,,,False
cceka,13,ceka,60,零焦點標記,,,False
dmanga,13,danga,30,主事焦點,,,False
blbilun,2,blebil,22,受事焦點,,,False
tgdaya,11,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
lbano,1,eluk,27,參考焦點,,,False
an,4,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
bale,448,bale,956,,其它,ba,False
hruqu,2,hruqu,2,,名詞,,False
e,14,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
dakil,1,dakil,49,,動詞,dakin,False
stabu,3,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
dqagi,1,deqo,5,受事焦點,,,False
mptgdiyan,1,tgdiyan,11,受事焦點,,,False
bnsiyaq,3,bsiyaq,71,零焦點標記,,,False
pnstoyan,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
dqras,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
hmrenang,10,hrenang,40,主事焦點,,,False
mmsepac,5,sepac,27,,名詞,,False
saalix,1,alix,95,,名詞,,False
peya,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
jrokunenl,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
bbaki,1,baki,54,名詞性標記,,,False
kabang,1,kabang,1,,名詞,,False
steqan,1,setuq,20,處所焦點,,,False
cghuul,1,cghuur,10,,動詞,cghuun; cghuul,True
busi,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
prkerang,1,prkerang,1,,動詞,,False
ayu,6,ayu 2,6,,名詞,,True
jhikokil,4,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
qdqudi,1,quduq,8,受事焦點,,,False
wasaw,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
cmnebu,1,cebu,84,主事焦點,,,False
durun,2,durun,18,,動詞,,False
slebi,2,slebi,6,,動詞,,False
gbingan,1,gebin,5,,動詞,,False
sndapa,1,dapa,115,參考焦點,,,False
gmaxi,1,gimax,25,主事焦點,,,False
tikih,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
ttalang,3,talang,46,零焦點標記,,,False
lale,5,lale,5,,名詞,,False
tita,4,ta,1006,零焦點標記,,,False
mplingis,3,lingis,35,主事焦點,,,False
wenang,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
pthbaluc,1,hbaluc,7,名詞性標記,,,False
riqo,1,riqo,1,,動詞,,False
sklaun,4,skela,15,受事焦點,,,False
lnmwan,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
na,3709,na4,3709,,其它,,True
swawa,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
lmigis,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
tgeqi,1,geqi,23,參考焦點,,,False
bsukan,10,bsukan,12,,動詞,,False
qtaun,25,qita,690,受事焦點,,,False
eluk,2,eluk,27,,動詞,,False
ramus,1,ramus,1,,名詞,,False
giyas,1,giyas,1,,其它,,False
mexi,1,emux,12,受事焦點,,,False
strengan,8,sterung,40,處所焦點,,,False
gikus,4,gikus,4,,名詞,,False
slualu,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
sskadi,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
kraanun,1,kruwa,6,受事焦點,,,False
dgese,1,dgese,9,,動詞,,False
ape,18,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
mkkerung,1,kerung,13,主事焦點,,,False
kedu,106,akedu,122,,其它,kedu,True
ciiga,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
ciwin,2,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
slmei,2,salu,189,受事焦點,,,False
temu,46,Temu,46,,名詞,,False
mpteme,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
lipe,1,lipe,1,,名詞,,False
riqan,3,iriq,14,處所焦點,,,False
shetur,1,hetur,12,參考焦點,,shetun,False
sebuc,1,sebuc,14,,動詞,,False
grangan,1,garang,9,處所焦點,,,False
uras,1,uras,2,,動詞,,False
strmaan,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
snnekan,1,ekan,281,,動詞,,False
wau,2,wau,4,,名詞,,False
pipi,1,pipi,1,,名詞,,False
tkrangan,3,tkrangan,3,,名詞,,False
hulimg,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
mpehing,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
knkilan,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
snduran,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
rulu,77,rulu,77,,名詞,,False
psrtiqun,1,rutiq,26,,名詞,,False
qmecul,1,qecul,13,主事焦點,,qmecun,False
snhei,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
stama,3,stama,4,,名詞,,False
rwahun,6,raguh,24,受事焦點,,,False
ngiro,19,ngiro,19,,名詞,,False
mgsense,3,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
tlubuy,1,lubuy,25,零焦點標記,,,False
mpgkela,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
mwuhunl,1,NoRoot,0,NoFocus,NoWordClass,NoVariant,False
bboyak,2,bboyak,2,,名詞,,False
kntlexan,2,ktilux,55,處所焦點,,,False
